resume_text,skills,num_skills,years_experience,education,has_projects,has_certifications,num_sections,resume_score,role
"OBJECTIVE
Detail-oriented professional skilled in algorithms and oop, seeking a Software Engineer role. Completed coursework and internships involving junit and linux.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in git.

SKILLS
data structures, java, oop, linux, git, junit, matplotlib, vulnerability assessment, system design, algorithms, html

WORK EXPERIENCE
Software Engineer, BrightPath Labs (0.5 yrs)
- Built and maintained systems using algorithms and oop.
- Collaborated with a small team to ship features on schedule.

PROJECTS
Recommendation Prototype
Built using algorithms and oop. Focused on solving a practical problem and deploying a working demo.

Data Insights Dashboard
Built using algorithms and oop. Focused on solving a practical problem and deploying a working demo.","data structures, java, oop, linux, git, junit, matplotlib, vulnerability assessment, system design, algorithms, html",11,0.3,Bachelors,1,0,5,59.0,Software Engineer
"SUMMARY
Motivated AI Engineer with hands-on experience in opencv, deep learning and docker. Built projects applying git to solve real-world problems.

ACADEMIC BACKGROUND
Diploma degree, relevant coursework in deep learning.

SKILLS
opencv, git, keras, nlp, machine learning, deep learning, pytorch, tensorflow, python, docker, sql, computer vision

EXPERIENCE
AI Engineer Intern, Quantum Analytics (1.9 yrs)
- Assisted senior engineers with tasks involving opencv and docker.
- Learned deep learning on the job through mentorship.

PERSONAL PROJECTS
Personal Portfolio System
Built using opencv and deep learning. Focused on solving a practical problem and deploying a working demo.

Mini Analytics Engine
Built using opencv and deep learning. Focused on solving a practical problem and deploying a working demo.","opencv, git, keras, nlp, machine learning, deep learning, pytorch, tensorflow, python, docker, sql, computer vision",12,1.9,Diploma,1,0,5,78.9,AI Engineer
"OBJECTIVE
Results-driven Frontend Developer with 2.2 years of practical exposure to git and webpack. Enjoys solving problems with css.

EDUCATION
Diploma degree, relevant coursework in git.

SKILLS
jenkins, webpack, css, git, typescript, redux, javascript, figma, responsive design

WORK EXPERIENCE
Frontend Developer, BrightPath Labs (2.2 yrs)
- Built and maintained systems using git and webpack.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Automation Toolkit
Applied git to analyze data and webpack to build the final solution, presenting results to peers.","jenkins, webpack, css, git, typescript, redux, javascript, figma, responsive design",9,2.2,Diploma,1,0,5,63.6,Frontend Developer
"PROFILE
Cybersecurity Analyst candidate with a strong foundation in firewalls, incident response, siem. Passionate about linux and continuous learning.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in firewalls.

TECHNICAL SKILLS
firewalls, wireshark, incident response, linux, penetration testing, cryptography, vulnerability assessment, network security, siem

PROJECTS
Mini Analytics Engine
Applied firewalls to analyze data and incident response to build the final solution, presenting results to peers.

Personal Portfolio System
Built using firewalls and incident response. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to firewalls.","firewalls, wireshark, incident response, linux, penetration testing, cryptography, vulnerability assessment, network security, siem",9,2.0,Bachelors,1,1,5,77.9,Cybersecurity Analyst
"PROFILE
Cloud Engineer candidate with a strong foundation in azure, ci/cd, networking. Passionate about kubernetes and continuous learning.

EDUCATION
Diploma degree, relevant coursework in networking.

SKILLS
gcp, c++, terraform, networking, python, ci/cd, kubernetes, azure

WORK EXPERIENCE
Cloud Engineer, Skyline Systems (1.3 yrs)
- Built and maintained systems using azure and ci/cd.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Data Insights Dashboard
Applied azure to analyze data and ci/cd to build the final solution, presenting results to peers.","gcp, c++, terraform, networking, python, ci/cd, kubernetes, azure",8,1.3,Diploma,1,0,5,54.9,Cloud Engineer
"PROFESSIONAL SUMMARY
Detail-oriented professional skilled in power bi and requirements gathering, seeking a Business Analyst role. Completed coursework and internships involving tableau and agile.

EDUCATION
Diploma degree, relevant coursework in sql.

SKILLS
computer vision, agile, tableau, excel, stakeholder management, power bi, requirements gathering, sql","computer vision, agile, tableau, excel, stakeholder management, power bi, requirements gathering, sql",8,2.0,Diploma,0,0,3,63.6,Business Analyst
"OBJECTIVE
Motivated Frontend Developer with hands-on experience in typescript, webpack and css. Built projects applying javascript to solve real-world problems.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in css.

SKILLS
javascript, git, prometheus, webpack, next.js, css, react, cryptography, html, typescript, responsive design, redux

PROFESSIONAL EXPERIENCE
Frontend Developer, NovaTech (0.6 yrs)
- Automated workflows involving typescript, reducing manual effort.
- Used webpack daily to support ongoing projects.

PERSONAL PROJECTS
Campus Utility App
Built using typescript and webpack. Focused on solving a practical problem and deploying a working demo.

CERTIFICATIONS
Relevant certification related to webpack.","javascript, git, prometheus, webpack, next.js, css, react, cryptography, html, typescript, responsive design, redux",12,0.6,Bachelors,1,1,6,85.2,Frontend Developer
"SUMMARY
Frontend Developer candidate with a strong foundation in react, javascript, redux. Passionate about next.js and continuous learning.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in javascript.

SKILLS
react, linux, next.js, javascript, redux, user research, css, system design

WORK EXPERIENCE
Frontend Developer, Acme Solutions (2.2 yrs)
- Automated workflows involving react, reducing manual effort.
- Used javascript daily to support ongoing projects.

PERSONAL PROJECTS
Personal Portfolio System
Applied react to analyze data and javascript to build the final solution, presenting results to peers.","react, linux, next.js, javascript, redux, user research, css, system design",8,2.2,Bachelors,1,0,5,52.4,Frontend Developer
"SUMMARY
Detail-oriented professional skilled in backup and sql, seeking a Database Administrator role. Completed coursework and internships involving oracle and mongodb.

ACADEMIC BACKGROUND
PhD degree, relevant coursework in oracle.

TECHNICAL SKILLS
sql, backup, oracle, etl, query optimization, vulnerability assessment, mongodb, bash, postgresql

EXPERIENCE
Database Administrator, Skyline Systems (2.1 yrs)
- Automated workflows involving backup, reducing manual effort.
- Used sql daily to support ongoing projects.

ACADEMIC PROJECTS
Mini Analytics Engine
Built using backup and sql. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to sql.","sql, backup, oracle, etl, query optimization, vulnerability assessment, mongodb, bash, postgresql",9,2.1,PhD,1,1,6,67.7,Database Administrator
"PROFESSIONAL SUMMARY
Cybersecurity Analyst candidate with a strong foundation in python, wireshark, cryptography. Passionate about linux and continuous learning.

EDUCATION
Bachelors degree, relevant coursework in penetration testing.

SKILLS
python, wireshark, cryptography, linux

EXPERIENCE
Cybersecurity Analyst Intern, BrightPath Labs (2.3 yrs)
- Assisted senior engineers with tasks involving python and cryptography.
- Learned wireshark on the job through mentorship.","python, wireshark, cryptography, linux",4,2.3,Bachelors,0,0,4,33.6,Cybersecurity Analyst
"EDUCATION
PhD degree, relevant coursework in wireframing.

TECHNICAL SKILLS
usability testing, sketch, wireframing, numpy, design systems, docker, html, prototyping, responsive design

WORK EXPERIENCE
UI/UX Designer, Acme Solutions (2.6 yrs)
- Automated workflows involving wireframing, reducing manual effort.
- Used sketch daily to support ongoing projects.

PERSONAL PROJECTS
Mini Analytics Engine
Applied wireframing to analyze data and sketch to build the final solution, presenting results to peers.","usability testing, sketch, wireframing, numpy, design systems, docker, html, prototyping, responsive design",9,2.6,PhD,1,0,4,50.5,UI/UX Designer
"PROFILE
Backend Developer candidate with a strong foundation in rest api, python, docker. Passionate about sql and continuous learning.

ACADEMIC BACKGROUND
PhD degree, relevant coursework in node.js.

CORE COMPETENCIES
docker, rest api, mongodb, python, sql, java, flask, machine learning, django, kubernetes, redis

WORK EXPERIENCE
Backend Developer Intern, NovaTech (0.5 yrs)
- Assisted senior engineers with tasks involving rest api and docker.
- Learned python on the job through mentorship.

CERTIFICATIONS
Relevant certification related to docker.","docker, rest api, mongodb, python, sql, java, flask, machine learning, django, kubernetes, redis",11,0.2,PhD,0,1,5,59.1,Backend Developer
"OBJECTIVE
Detail-oriented professional skilled in ansible and terraform, seeking a DevOps Engineer role. Completed coursework and internships involving linux and prometheus.

ACADEMIC BACKGROUND
Masters degree, relevant coursework in aws.

CORE COMPETENCIES
opencv, terraform, machine learning, kubernetes, prometheus, power bi, monitoring, jenkins, linux, ansible, aws

PROFESSIONAL EXPERIENCE
DevOps Engineer, Quantum Analytics (0.5 yrs)
- Built and maintained systems using ansible and terraform.
- Collaborated with a small team to ship features on schedule.

ACADEMIC PROJECTS
Campus Utility App
Built using ansible and terraform. Focused on solving a practical problem and deploying a working demo.

Data Insights Dashboard
Applied ansible to analyze data and terraform to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to ansible.","opencv, terraform, machine learning, kubernetes, prometheus, power bi, monitoring, jenkins, linux, ansible, aws",11,0.2,Masters,1,1,6,61.3,DevOps Engineer
"PROFESSIONAL SUMMARY
Motivated Backend Developer with hands-on experience in java, node.js and git. Built projects applying redis to solve real-world problems.

EDUCATION
Diploma degree, relevant coursework in docker.

TECHNICAL SKILLS
docker, postgresql, mysql, node.js, git, python, redis, java, flask, mongodb, django, indexing, microservices

PERSONAL PROJECTS
Mini Analytics Engine
Built using java and node.js. Focused on solving a practical problem and deploying a working demo.","docker, postgresql, mysql, node.js, git, python, redis, java, flask, mongodb, django, indexing, microservices",13,,,1,0,4,68.5,Backend Developer
"OBJECTIVE
Detail-oriented professional skilled in kubernetes and terraform, seeking a DevOps Engineer role. Completed coursework and internships involving ansible and monitoring.

ACADEMIC BACKGROUND
Masters degree, relevant coursework in monitoring.

CORE COMPETENCIES
bash, linux, aws, kubernetes, git, ansible, terraform, monitoring, ci/cd, jenkins, prometheus

WORK EXPERIENCE
DevOps Engineer Intern, Skyline Systems (1.2 yrs)
- Assisted senior engineers with tasks involving kubernetes and ansible.
- Learned terraform on the job through mentorship.

CERTIFICATIONS
Relevant certification related to bash.","bash, linux, aws, kubernetes, git, ansible, terraform, monitoring, ci/cd, jenkins, prometheus",11,1.2,Masters,0,1,5,71.8,DevOps Engineer
